Occurrence_ID,Work_ID,Source_Commit,Source_Line,Source_Section,Source_Subsection,Title_As_Listed,Primary_URL_As_Listed,Strong_Identifier,Repository_Date,Venue_Label,Taxonomy_Branch,Feedback_Type,Feedback_Subtype,Feedback_Granularity,Feedback_Phase,Interaction_Types,Interaction_Variant,Orchestration_Strategy,Orchestration_Synchronization,Communication_Structure,Communication_Mode
ACL26-O-0176,ACL26-W-3474AE13BD1A,7b3ba9deefe99172748582f6025d995ccc2a6f86,483,Taxonomy,Human Feedback,CollabBench: Benchmarking and Unleashing Collaborative Ability of LLMs with Diverse Players via Proactive Engagement,https://arxiv.org/abs/2606.05793,arxiv:2606.05793,2026/06,,Human Feedback,"Implicit, Guidance","User Action, Critique",Segment,During Task,,,,,,
ACL26-O-0177,ACL26-W-3086638BE92A,7b3ba9deefe99172748582f6025d995ccc2a6f86,484,Taxonomy,Human Feedback,"Human Oversight of Agentic Systems in Practice: Examining the Oversight Work, Challenges, and Heuristics of Developers Using Software Agents",https://arxiv.org/abs/2606.05391,arxiv:2606.05391,2026/06,,Human Feedback,"Evaluative, Corrective, Guidance","Binary Assessment, Refinement, Critique","Holistic, Segment","Initial Setup, During Task, Post Task",,,,,,
ACL26-O-0178,ACL26-W-3717D5F201B9,7b3ba9deefe99172748582f6025d995ccc2a6f86,485,Taxonomy,Human Feedback,Uncertainty-Aware Clarification in LLM Agents with Information Gain,https://arxiv.org/abs/2606.03135,arxiv:2606.03135,2026/06,,Human Feedback,Guidance,Demonstration,Segment,During Task,,,,,,
ACL26-O-0179,ACL26-W-DF07DBD078A5,7b3ba9deefe99172748582f6025d995ccc2a6f86,486,Taxonomy,Human Feedback,Not All Uncertainty Is Equal: How Uncertainty Granularity Shapes Human Verification in LLM-Assisted Decision Making,https://arxiv.org/abs/2605.28571,arxiv:2605.28571,2026/05,,Human Feedback,"Evaluative, Implicit","Binary Assessment, User Action","Segment, Holistic",During Task,,,,,,
ACL26-O-0180,ACL26-W-4388C640E4B8,7b3ba9deefe99172748582f6025d995ccc2a6f86,487,Taxonomy,Human Feedback,VitaBench 2.0: Evaluating Personalized and Proactive Agents in Long-Term User Interactions,https://arxiv.org/abs/2605.27141,arxiv:2605.27141,2026/05 [](https://github.com/meituan-longcat/VitaBench-2.0),,Human Feedback,"Implicit, Guidance","User Action, Demonstration",Segment,"Initial Setup, During Task",,,,,,
ACL26-O-0181,ACL26-W-7D20B284A65F,7b3ba9deefe99172748582f6025d995ccc2a6f86,488,Taxonomy,Human Feedback,Reinforcing Human Behavior Simulation via Verbal Feedback (DITTO & SOUL),https://arxiv.org/abs/2605.20506,arxiv:2605.20506,2026/05,,Human Feedback,"Guidance, Corrective","Critique, Refinement","Holistic, Segment",Post Task,,,,,,
ACL26-O-0182,ACL26-W-EBC77D62BDE3,7b3ba9deefe99172748582f6025d995ccc2a6f86,489,Taxonomy,Human Feedback,ECHO: Explainable Co-editing with Human-in-the-loop Operations for Presentation Refinement,https://arxiv.org/abs/2606.09851,arxiv:2606.09851,2026/05,,Human Feedback,"Corrective, Guidance","Refinement, Demonstration",Segment,During Task,,,,,,
ACL26-O-0183,ACL26-W-F58001D0B0AA,7b3ba9deefe99172748582f6025d995ccc2a6f86,490,Taxonomy,Human Feedback,AgentCollabBench: Diagnosing When Good Agents Make Bad Collaborators,https://arxiv.org/abs/2605.08647,arxiv:2605.08647,2026/05,,Human Feedback,"Guidance, Evaluative","Critique, Binary Assessment",Segment,"Initial Setup, During Task",,,,,,
ACL26-O-0184,ACL26-W-8AF9F5C774AA,7b3ba9deefe99172748582f6025d995ccc2a6f86,491,Taxonomy,Human Feedback,SalesSim: Benchmarking and Aligning Multimodal Language Models as Retail User Simulators,https://arxiv.org/abs/2605.08334,arxiv:2605.08334,2026/05,,Human Feedback,"Implicit, Guidance","User Action, Critique",Segment,During Task,,,,,,
ACL26-O-0185,ACL26-W-A9CBC0D4C5D5,7b3ba9deefe99172748582f6025d995ccc2a6f86,492,Taxonomy,Human Feedback,A Decoupled Human-in-the-Loop System for Controlled Autonomy in Agentic Workflows,https://arxiv.org/abs/2604.23049,arxiv:2604.23049,2026/04,,Human Feedback,"Evaluative, Corrective, Implicit","Binary Assessment, Refinement, Human Control",Segment,"Initial Setup, During Task",,,,,,
ACL26-O-0186,ACL26-W-4B3108A0E53F,7b3ba9deefe99172748582f6025d995ccc2a6f86,493,Taxonomy,Human Feedback,CollabSkill: Evaluating Human-Agent Collaboration On Real-World Tasks,https://arxiv.org/abs/2606.09833,arxiv:2606.09833,2026/04,,Human Feedback,"Guidance, Evaluative, Implicit","Demonstration, Scalar Rating, User Action","Holistic, Segment","During Task, Post Task",,,,,,
ACL26-O-0187,ACL26-W-589A20C57AE3,7b3ba9deefe99172748582f6025d995ccc2a6f86,494,Taxonomy,Human Feedback,When Users Change Their Mind: Evaluating Interruptible Agents in Long-Horizon Web Navigation (InterruptBench),https://arxiv.org/abs/2604.00892,arxiv:2604.00892,2026/04 [](https://github.com/HenryPengZou/InterruptBench),,Human Feedback,"Corrective, Guidance","Refinement, Critique",Segment,During Task,,,,,,
ACL26-O-0188,ACL26-W-D9ACE8823B34,7b3ba9deefe99172748582f6025d995ccc2a6f86,495,Taxonomy,Human Feedback,Ask or Assume? Uncertainty-Aware Clarification-Seeking in Coding Agents,https://arxiv.org/abs/2603.26233,arxiv:2603.26233,2026/03,,Human Feedback,Guidance,"Demonstration, Critique",Segment,During Task,,,,,,
ACL26-O-0189,ACL26-W-36588A821BE5,7b3ba9deefe99172748582f6025d995ccc2a6f86,496,Taxonomy,Human Feedback,User Preference Modeling for Conversational LLM Agents: Weak Rewards from Retrieval-Augmented Interaction (VARS),https://arxiv.org/abs/2603.20939,arxiv:2603.20939,2026/03 [](https://github.com/YurenHao0426/VARS),,Human Feedback,"Evaluative, Implicit","Scalar Rating, User Action",Segment,"During Task, Post Task",,,,,,
ACL26-O-0190,ACL26-W-CE8841F63DE7,7b3ba9deefe99172748582f6025d995ccc2a6f86,497,Taxonomy,Human Feedback,"LiveClawBench: Benchmarking LLM Agents on Complex, Real-World Assistant Tasks",https://arxiv.org/abs/2604.13072,arxiv:2604.13072,2026/03 [](https://github.com/Mosi-AI/LiveClawBench),,Human Feedback,"Implicit, Guidance","User Action, Demonstration",Segment,"Initial Setup, During Task",,,,,,
ACL26-O-0191,ACL26-W-B60BD98A4CFF,7b3ba9deefe99172748582f6025d995ccc2a6f86,498,Taxonomy,Human Feedback,AgentDS: Benchmarking the Future of Human-AI Collaboration in Domain-Specific Data Science,https://arxiv.org/abs/2603.19005,arxiv:2603.19005,2026/03,,Human Feedback,"Guidance, Corrective, Evaluative","Demonstration, Refinement, Scalar Rating","Holistic, Segment","Initial Setup, During Task, Post Task",,,,,,
ACL26-O-0192,ACL26-W-293F1643C176,7b3ba9deefe99172748582f6025d995ccc2a6f86,499,Taxonomy,Human Feedback,ViviDoc: Generating Interactive Documents through Human-Agent Collaboration,https://arxiv.org/abs/2603.01912,arxiv:2603.01912,2026/03 [](https://github.com/MisterBrookT/vividoc),,Human Feedback,"Corrective, Guidance","Refinement, Demonstration",Segment,During Task,,,,,,
ACL26-O-0193,ACL26-W-7CBA3E6AFA56,7b3ba9deefe99172748582f6025d995ccc2a6f86,500,Taxonomy,Human Feedback,InfoPO: Information-Driven Policy Optimization for User-Centric Agents,https://arxiv.org/abs/2603.00656,arxiv:2603.00656,2026/02 [](https://github.com/kfq20/InfoPO),,Human Feedback,"Guidance, Implicit","Demonstration, User Action",Segment,During Task,,,,,,
ACL26-O-0194,ACL26-W-F60977424D7F,7b3ba9deefe99172748582f6025d995ccc2a6f86,501,Taxonomy,Human Feedback,Modeling Distinct Human Interaction in Web Agents (CowCorpus),https://arxiv.org/abs/2602.17588,arxiv:2602.17588,2026/02,,Human Feedback,"Implicit, Corrective","User Action, Human Control, Refinement",Segment,During Task,,,,,,
ACL26-O-0195,ACL26-W-B5A204F4467D,7b3ba9deefe99172748582f6025d995ccc2a6f86,502,Taxonomy,Human Feedback,Overseeing Agents Without Constant Oversight: Challenges and Opportunities,https://arxiv.org/abs/2602.16844,arxiv:2602.16844,2026/02,,Human Feedback,"Evaluative, Corrective","Binary Assessment, Critique","Segment, Holistic","During Task, Post Task",,,,,,
ACL26-O-0196,ACL26-W-663CA9009136,7b3ba9deefe99172748582f6025d995ccc2a6f86,503,Taxonomy,Human Feedback,Learning Personalized Agents from Human Feedback,https://arxiv.org/abs/2602.16173,arxiv:2602.16173,2026/02 [](https://github.com/facebookresearch/PAHF),,Human Feedback,"Guidance, Corrective, Evaluative","Critique, Refinement, Preference Ranking",Segment,"Initial Setup, During Task, Post Task",,,,,,
ACL26-O-0197,ACL26-W-BB5531AED203,7b3ba9deefe99172748582f6025d995ccc2a6f86,504,Taxonomy,Human Feedback,Value of Information: A Framework for Human-Agent Communication,https://arxiv.org/abs/2601.06407,arxiv:2601.06407,2026/01,,Human Feedback,Guidance,Demonstration,Segment,During Task,,,,,,
ACL26-O-0198,ACL26-W-E540ED94D93D,7b3ba9deefe99172748582f6025d995ccc2a6f86,505,Taxonomy,Human Feedback,Progressive Ideation using an Agentic AI Framework for Human-AI Co-Creation (MIDAS),https://arxiv.org/abs/2601.00475,arxiv:2601.00475,2026/01,,Human Feedback,"Evaluative, Guidance","Preference Ranking, Critique",Segment,During Task,,,,,,
ACL26-O-0199,ACL26-W-5EBE25240591,7b3ba9deefe99172748582f6025d995ccc2a6f86,506,Taxonomy,Human Feedback,From Correctness to Collaboration: Toward a Human-Centered Framework for Evaluating AI Agent Behavior in Software Engineering,https://arxiv.org/abs/2512.23844,arxiv:2512.23844,2025/12,,Human Feedback,"Guidance, Evaluative","Critique, Preference Ranking",Segment,"Initial Setup, During Task",,,,,,
ACL26-O-0200,ACL26-W-E4BE92A91819,7b3ba9deefe99172748582f6025d995ccc2a6f86,507,Taxonomy,Human Feedback,CentaurEval: Benchmarking Human-in-the-Loop Value in Agentic Coding,https://arxiv.org/abs/2512.04111,arxiv:2512.04111,2025/11,,Human Feedback,"Guidance, Corrective","Refinements, Critique","Segment, Holistic",During Task,,,,,,
ACL26-O-0201,ACL26-W-D8C816D1E0C7,7b3ba9deefe99172748582f6025d995ccc2a6f86,508,Taxonomy,Human Feedback,Training Proactive and Personalized LLM Agents,https://arxiv.org/abs/2511.02208,arxiv:2511.02208,2025/11 [](https://github.com/sunnweiwei/PPP-Agent),,Human Feedback,"Guidance, Evaluative","Scalar Rating, Refinements","Segment, Holistic",During Task,,,,,,
ACL26-O-0202,ACL26-W-6B375620F05B,7b3ba9deefe99172748582f6025d995ccc2a6f86,509,Taxonomy,Human Feedback,Training LLM Agents to Empower Humans,https://arxiv.org/abs/2510.13709,arxiv:2510.13709,2025/10 [](https://github.com/festusev/codegen_empowerment),,Human Feedback,"Implicit, Corrective","User Action, Refinements",Segment,During Task,,,,,,
ACL26-O-0203,ACL26-W-F29E6413F26C,7b3ba9deefe99172748582f6025d995ccc2a6f86,510,Taxonomy,Human Feedback,How can we assess human-agent interactions? Case studies in software agent design,https://arxiv.org/abs/2510.09801v2,arxiv:2510.09801,2025/10,,Human Feedback,Evaluative,Scalar Rating,Segment,During Task,,,,,,
ACL26-O-0204,ACL26-W-F1BC34347FF2,7b3ba9deefe99172748582f6025d995ccc2a6f86,511,Taxonomy,Human Feedback,RECODE-H: A Benchmark for Research Code Development with Interactive Human Feedback,https://arxiv.org/abs/2510.06186,arxiv:2510.06186,2025/10 [](https://github.com/ChunyuMiao98/RECODE-H),,Human Feedback,"Guidance, Corrective","Refinements, Critique, Demonstration",Segment,During Task,,,,,,
ACL26-O-0205,ACL26-W-C7370A263994,7b3ba9deefe99172748582f6025d995ccc2a6f86,512,Taxonomy,Human Feedback,UserRL: Training Proactive User-Centric Agent via Reinforcement Learning,https://arxiv.org/abs/2509.19736,arxiv:2509.19736,2025/09 [](https://github.com/SalesforceAIResearch/UserRL),,Human Feedback,"Evaluative, Guidance, Implicit","Scalar Rating, Refinements, Critique",Segment,During Task,,,,,,
ACL26-O-0206,ACL26-W-131C63C14258,7b3ba9deefe99172748582f6025d995ccc2a6f86,513,Taxonomy,Human Feedback,MUA-RL: Multi-turn User-interacting Agent Reinforcement Learning for agentic tool use,https://arxiv.org/abs/2508.18669,arxiv:2508.18669,2025/08 [](https://github.com/zzwkk/MUA-RL),,Human Feedback,"Evaluative, Guidance","Binary Assessment, Refinement",Holistic,"Initial Setup, During Task",,,,,,
ACL26-O-0207,ACL26-W-721A73E61171,7b3ba9deefe99172748582f6025d995ccc2a6f86,514,Taxonomy,Human Feedback,Magentic-UI: Towards Human-in-the-loop Agentic Systems,https://www.arxiv.org/abs/2507.22358,arxiv:2507.22358,2025/07 [](https://github.com/microsoft/magentic-ui),,Human Feedback,"Evaluative, Corrective, Guidance, Implicit","Binary Assessment, Refinement, Critique, User Action",Segment,"During Task, Post Task",,,,,,
ACL26-O-0208,ACL26-W-A74FB31E13AF,7b3ba9deefe99172748582f6025d995ccc2a6f86,515,Taxonomy,Human Feedback,UserBench: An Interactive Gym Environment for User-Centric Agents,https://arxiv.org/abs/2507.22034,arxiv:2507.22034,2025/07 [](https://github.com/SalesforceAIResearch/UserBench),,Human Feedback,"Implicit, Guidance","User Action, Refinement",Segment,"Initial Setup, During Task",,,,,,
ACL26-O-0209,ACL26-W-28AB5703E4A4,7b3ba9deefe99172748582f6025d995ccc2a6f86,516,Taxonomy,Human Feedback,Enabling Self-Improving Agents to Learn at Test Time With Human-In-The-Loop Guidance,https://www.arxiv.org/abs/2507.17131,arxiv:2507.17131,2025/07 [](https://github.com/yf-he/aria),,Human Feedback,"Corrective, Guidance","Refinement, Critique",Segment,During Task,,,,,,
ACL26-O-0210,ACL26-W-060DCE500842,7b3ba9deefe99172748582f6025d995ccc2a6f86,517,Taxonomy,Human Feedback,τ2-Bench: Evaluating Conversational Agents in a Dual-Control Environment,https://arxiv.org/abs/2506.07982,arxiv:2506.07982,2025/06 [](https://github.com/sierra-research/tau2-bench),,Human Feedback,"Evaluative, Implicit","Binary Assessment, User Action","Segment, Holistic","Initial Setup, During Task",,,,,,
ACL26-O-0211,ACL26-W-298AE29DE73E,7b3ba9deefe99172748582f6025d995ccc2a6f86,518,Taxonomy,Human Feedback,Learning to Clarify: Multi-turn Conversations with Action-Based Contrastive Self-Training,https://arxiv.org/abs/2406.00222,arxiv:2406.00222,2025/05,,Human Feedback,Corrective,Refinement,Segment,During Task,,,,,,
ACL26-O-0212,ACL26-W-9C1E5C5352DF,7b3ba9deefe99172748582f6025d995ccc2a6f86,519,Taxonomy,Human Feedback,Prototypical Human-AI Collaboration Behaviors from LLM-Assisted Writing in the Wild,https://arxiv.org/abs/2505.16023,arxiv:2505.16023,2025/05 [](https://github.com/microsoft/prototypical-hai-collaborations),,Human Feedback,"Corrective, Guidance, Evaluative","Refinement, Binary Assessment, Demonstration","Segment, Holistic",During Task,,,,,,
ACL26-O-0213,ACL26-W-C970EBF2C407,7b3ba9deefe99172748582f6025d995ccc2a6f86,520,Taxonomy,Human Feedback,XtraGPT: LLMs for Human-AI Collaboration on Controllable Academic Paper Revision,https://arxiv.org/abs/2505.11336,arxiv:2505.11336,2025/05 [](https://github.com/NuoJohnChen/XtraGPT),,Human Feedback,"Guidance, Evaluative","Critique, Preference Ranking",Segment,"Initial Setup, Post Task",,,,,,
ACL26-O-0214,ACL26-W-DB6A36EBE966,7b3ba9deefe99172748582f6025d995ccc2a6f86,521,Taxonomy,Human Feedback,MineWorld: a Real-Time and Open-Source Interactive World Model on Minecraft,https://arxiv.org/abs/2504.08388,arxiv:2504.08388,2025/04 [](https://github.com/microsoft/MineWorld),,Human Feedback,Evaluative,Scalar Rating,Holistic,Post Task,,,,,,
ACL26-O-0215,ACL26-W-D41B8F50CF09,7b3ba9deefe99172748582f6025d995ccc2a6f86,522,Taxonomy,Human Feedback,Experimental Exploration: Investigating Cooperative Interaction Behavior Between Humans and Large Language Model Agents,https://arxiv.org/abs/2503.07320,arxiv:2503.07320,2025/03,,Human Feedback,Implicit,User Action,Segment,During Task,,,,,,
ACL26-O-0216,ACL26-W-EC4A2ED9764C,7b3ba9deefe99172748582f6025d995ccc2a6f86,523,Taxonomy,Human Feedback,SWEET-RL: Training Multi-Turn LLM Agents on Collaborative Reasoning Tasks,https://arxiv.org/abs/2503.15478,arxiv:2503.15478,2025/03 [](https://github.com/facebookresearch/sweet_rl),,Human Feedback,"Corrective, Implicit","Refinement, User Action",Segment,During Task,,,,,,
ACL26-O-0217,ACL26-W-8EDE1E377D5D,7b3ba9deefe99172748582f6025d995ccc2a6f86,524,Taxonomy,Human Feedback,FinArena: A Human-Agent Collaboration Framework for Financial Market Analysis and Forecasting,https://arxiv.org/abs/2503.02692,arxiv:2503.02692,2025/03,,Human Feedback,Guidance,Demonstration,Segment,During Task,,,,,,
ACL26-O-0218,ACL26-W-5EC9FA89DEB5,7b3ba9deefe99172748582f6025d995ccc2a6f86,525,Taxonomy,Human Feedback,Leveraging Dual Process Theory in Language Agent Framework for Real-time Simultaneous Human-AI Collaboration,https://arxiv.org/abs/2502.11882,arxiv:2502.11882,2025/02 [](https://github.com/sjtu-marl/DPT-Agent),,Human Feedback,Guidance,Critique,Holistic,During Task,,,,,,
ACL26-O-0219,ACL26-W-3BFB45451A36,7b3ba9deefe99172748582f6025d995ccc2a6f86,526,Taxonomy,Human Feedback,ConvCodeWorld: Benchmarking Conversational Code Generation in Reproducible Feedback Environments,https://arxiv.org/abs/2502.19852,arxiv:2502.19852,2025/02 [](https://github.com/stovecat/convcodeworld),,Human Feedback,Guidance,"Demonstration, Critique",Segment,During Task,,,,,,
ACL26-O-0220,ACL26-W-423C8B00B679,7b3ba9deefe99172748582f6025d995ccc2a6f86,527,Taxonomy,Human Feedback,CowPilot: A Framework for Autonomous and Human-Agent Collaborative Web Navigation,https://arxiv.org/abs/2501.16609,arxiv:2501.16609,2025/01,,Human Feedback,"Corrective, Implicit","User Action, Refinement",Segment,During Task,,,,,,
ACL26-O-0221,ACL26-W-9467D8B4B48F,7b3ba9deefe99172748582f6025d995ccc2a6f86,528,Taxonomy,Human Feedback,Collaborative Gym: A Framework for Enabling and Evaluating Human-Agent Collaboration (Co-Gym),https://arxiv.org/abs/2412.15701,arxiv:2412.15701,2024/12 [](https://github.com/SALT-NLP/collaborative-gym),,Human Feedback,Corrective,Refinement,Segment,During Task,,,,,,
ACL26-O-0222,ACL26-W-DAE52C72AF2E,7b3ba9deefe99172748582f6025d995ccc2a6f86,529,Taxonomy,Human Feedback,Towards Modeling Human-Agentic Collaborative Workflows: A BPMN Extension,https://arxiv.org/abs/2412.05958,arxiv:2412.05958,2024/12 [](https://github.com/BESSER-PEARL/agentic-bpmn),,Human Feedback,Guidance,Demonstration,Holistic,"Initial Setup, During Task, Post Task",,,,,,
ACL26-O-0223,ACL26-W-D19212BC55B0,7b3ba9deefe99172748582f6025d995ccc2a6f86,530,Taxonomy,Human Feedback,To Help or Not to Help: LLM-based Attentive Support for Human-Robot Group Interactions,https://ieeexplore.ieee.org/abstract/document/10801517,title:to help or not to help llm based attentive support for human robot group interactions,2024/10 [](https://github.com/HRI-EU/AttentiveSupport),,Human Feedback,"Implicit, Guidance","Demonstration, User Action",Holistic,"Initial Setup, During Task",,,,,,
ACL26-O-0224,ACL26-W-7B261B704808,7b3ba9deefe99172748582f6025d995ccc2a6f86,531,Taxonomy,Human Feedback,PARTNR: A Benchmark for Planning and Reasoning in Embodied Multi-agent Tasks,https://openreview.net/forum?id=T5QLRRHyL1,openreview:t5qlrrhyl1,2024/10 [](https://github.com/facebookresearch/partnr-planner/tree/main/),,Human Feedback,"Corrective, Guidance","Refinement, Critique","Holistic, Segment","During Task, Post Task",,,,,,
ACL26-O-0225,ACL26-W-3CA54311D04A,7b3ba9deefe99172748582f6025d995ccc2a6f86,532,Taxonomy,Human Feedback,AssistantX: An LLM-Powered Proactive Assistant in Collaborative Human-Populated Environment,https://arxiv.org/abs/2409.17655,arxiv:2409.17655,2024/09 [](https://github.com/AssistantX-Agent/AssistantX),,Human Feedback,Implicit,Human Control,Holistic,Initial Setup,,,,,,
ACL26-O-0226,ACL26-W-D871D8C34730,7b3ba9deefe99172748582f6025d995ccc2a6f86,533,Taxonomy,Human Feedback,Mutual Theory of Mind in Human-AI Collaboration: An Empirical Study with LLM-driven AI Agents in a Real-time Shared Workspace Task,https://arxiv.org/abs/2409.08811,arxiv:2409.08811,2024/09,,Human Feedback,Corrective,Refinement,Segment,During Task,,,,,,
ACL26-O-0227,ACL26-W-AA6CB8E44012,7b3ba9deefe99172748582f6025d995ccc2a6f86,534,Taxonomy,Human Feedback,Into the Unknown Unknowns: Engaged Human Learning through Participation in Language Model Agent Conversations,https://arxiv.org/abs/2408.15232,arxiv:2408.15232,2024/08 [](https://github.com/stanford-oval/storm),,Human Feedback,Guidance,Demonstration,Segment,During Task,,,,,,
ACL26-O-0228,ACL26-W-363C9C5D6B87,7b3ba9deefe99172748582f6025d995ccc2a6f86,535,Taxonomy,Human Feedback,Human-LLM collaboration in generative design for customization,https://www.sciencedirect.com/science/article/abs/pii/S0278612525000731,title:human llm collaboration in generative design for customization,2024/07,,Human Feedback,"Guidance, Evaluative","Demonstration, Binary Assessment, Preference Ranking","Holistic, Segment","Initial Setup, Post Task",,,,,,
ACL26-O-0229,ACL26-W-B0D03D3BB94B,7b3ba9deefe99172748582f6025d995ccc2a6f86,536,Taxonomy,Human Feedback,WebCanvas: Benchmarking Web Agents in Online Environments,https://arxiv.org/pdf/2406.12373,arxiv:2406.12373,2024/06,,Human Feedback,Evaluative,Scalar Rating,Holistic,Post Task,,,,,,
ACL26-O-0230,ACL26-W-AA99FEC3C3CF,7b3ba9deefe99172748582f6025d995ccc2a6f86,537,Taxonomy,Human Feedback,Enhancing Human-Robot Collaborative Assembly in Manufacturing Systems Using Large Language Models,https://arxiv.org/abs/2406.01915,arxiv:2406.01915,2024/06,,Human Feedback,"Corrective, Guidance","Demonstration, Refinement, Critique",Segment,"Initial Setup, During Task",,,,,,
ACL26-O-0231,ACL26-W-91837228F5C3,7b3ba9deefe99172748582f6025d995ccc2a6f86,538,Taxonomy,Human Feedback,Enhancing the LLM-Based Robot Manipulation Through Human-Robot Collaboration,https://ieeexplore.ieee.org/abstract/document/10561501,title:enhancing the llm based robot manipulation through human robot collaboration,2024/06,,Human Feedback,Corrective,Refinement,Holistic,During Task,,,,,,
ACL26-O-0232,ACL26-W-35C5DACF7EE6,7b3ba9deefe99172748582f6025d995ccc2a6f86,539,Taxonomy,Human Feedback,DigiRL: Training In-The-Wild Device-Control Agents with Autonomous Reinforcement Learning,https://arxiv.org/abs/2406.11896,arxiv:2406.11896,2024/06 [](https://github.com/DigiRL-agent/digirl),,Human Feedback,Evaluative,Binary Assessment,Holistic,"During Task, Post Task",,,,,,
ACL26-O-0233,ACL26-W-31F7D0F06F27,7b3ba9deefe99172748582f6025d995ccc2a6f86,540,Taxonomy,Human Feedback,REVECA: Adaptive Planning and Trajectory-based Validation in Cooperative Language Agents using Information Relevance and Relative Proximity,https://arxiv.org/abs/2405.16751,arxiv:2405.16751,2024/05,,Human Feedback,Implicit,Human Control,Segment,During Task,,,,,,
ACL26-O-0234,ACL26-W-C0F40871570A,7b3ba9deefe99172748582f6025d995ccc2a6f86,541,Taxonomy,Human Feedback,Autonomous Evaluation and Refinement of Digital Agents,https://arxiv.org/abs/2404.06474,arxiv:2404.06474,2024/04 [](https://github.com/Berkeley-NLP/Agent-Eval-Refine),,Human Feedback,Evaluative,Binary Assessment,Holistic,Post Task,,,,,,
ACL26-O-0235,ACL26-W-56ECB566AD26,7b3ba9deefe99172748582f6025d995ccc2a6f86,542,Taxonomy,Human Feedback,A Human-Computer Collaborative Tool for Training a Single Large Language Model Agent into a Network through Few Examples,https://arxiv.org/abs/2404.15974,arxiv:2404.15974,2024/04,,Human Feedback,"Corrective, Guidance","Demonstration, Refinement",Segment,During Task,,,,,,
ACL26-O-0236,ACL26-W-63CEFF1304B3,7b3ba9deefe99172748582f6025d995ccc2a6f86,543,Taxonomy,Human Feedback,An LLM-based approach for Enabling Seamless Human-Robot Collaboration in Assembly,https://www.sciencedirect.com/science/article/pii/S000785062400012X,title:an llm based approach for enabling seamless human robot collaboration in assembly,2024/04,,Human Feedback,"Guidance, Corrective","Demonstration, Refinement",Segment,During Task,,,,,,
ACL26-O-0237,ACL26-W-0F3A21B93B8C,7b3ba9deefe99172748582f6025d995ccc2a6f86,544,Taxonomy,Human Feedback,AgentCoord: Visually Exploring Coordination Strategy for LLM-based Multi-Agent Collaboration,https://arxiv.org/abs/2404.11943,arxiv:2404.11943,2024/04 [](https://github.com/AgentCoord/AgentCoord),,Human Feedback,"Guidance, Corrective","Demonstration, Refinement",Segment,Initial Setup,,,,,,
ACL26-O-0238,ACL26-W-9679DA507624,7b3ba9deefe99172748582f6025d995ccc2a6f86,545,Taxonomy,Human Feedback,PDFChatAnnotator: A Human-LLM Collaborative Multi-Modal Data Annotation Tool for PDF-Format Catalogs,https://dl.acm.org/doi/abs/10.1145/3640543.3645174,title:pdfchatannotator a human llm collaborative multi modal data annotation tool for pdf format catalogs,2024/04,,Human Feedback,"Corrective, Guidance","Demonstration, Refinement",Segment,During Task,,,,,,
ACL26-O-0239,ACL26-W-724F6C683E77,7b3ba9deefe99172748582f6025d995ccc2a6f86,546,Taxonomy,Human Feedback,Embodied LLM Agents Learn to Cooperate in Organized Teams,https://arxiv.org/abs/2403.12482,arxiv:2403.12482,2024/03 [](https://github.com/tobeatraceur/Organized-LLM-Agents),,Human Feedback,Guidance,Critique,Holistic,During Task,,,,,,
ACL26-O-0240,ACL26-W-5D54A174DFF3,7b3ba9deefe99172748582f6025d995ccc2a6f86,547,Taxonomy,Human Feedback,Large Language Model-based Human-Agent Collaboration for Complex Task Solving,https://arxiv.org/abs/2402.12914,arxiv:2402.12914,2024/02 [](https://github.com/XueyangFeng/ReHAC),,Human Feedback,Implicit,Human Control,Segment,During Task,,,,,,
ACL26-O-0241,ACL26-W-66BB71E5DDBE,7b3ba9deefe99172748582f6025d995ccc2a6f86,548,Taxonomy,Human Feedback,WebLINX: Real-World Website Navigation with Multi-Turn Dialogue,https://arxiv.org/abs/2402.05930,arxiv:2402.05930,2024/02 [](https://github.com/McGill-NLP/WebLINX),,Human Feedback,Guidance,Demonstration,"Holistic, Segment",During Task,,,,,,
ACL26-O-0242,ACL26-W-59A397CFEBE2,7b3ba9deefe99172748582f6025d995ccc2a6f86,549,Taxonomy,Human Feedback,Ask-before-Plan: Proactive Language Agents for Real-World Planning,https://arxiv.org/abs/2406.12639,arxiv:2406.12639,2024/01 [](https://github.com/magicgh/Ask-before-Plan),,Human Feedback,Guidance,"Demonstration, Critique",Segment,During Task,,,,,,
ACL26-O-0243,ACL26-W-0607C3ECC9D0,7b3ba9deefe99172748582f6025d995ccc2a6f86,550,Taxonomy,Human Feedback,A2C: A Modular Multi-stage Collaborative Decision Framework for Human-AI Teams,https://arxiv.org/abs/2401.14432,arxiv:2401.14432,2024/01,,Human Feedback,"Guidance, Implicit, Corrective, Evaluative","Refinement, Binary Assessment, Critique, Human Control","Holistic, Segment",During Task,,,,,,
ACL26-O-0244,ACL26-W-B2267778FEC6,7b3ba9deefe99172748582f6025d995ccc2a6f86,551,Taxonomy,Human Feedback,LLM-Powered Hierarchical Language Agent for Real-time Human-AI Coordination,https://arxiv.org/abs/2312.15224,arxiv:2312.15224,2023/12 [](https://github.com/HosnLS/Hierarchical-Language-Agent),,Human Feedback,"Guidance, Corrective","Demonstration, Refinement",Segment,During Task,,,,,,
